phase,step,max_steps,lr,loss,loss/raw_sum,loss/weighted_no_reg,loss/total,loss/g_ws,loss/g_red,loss/g_margin,loss/g_self,loss/g_selfpass,loss/g_lim,loss/g_rot,loss/g_man,loss/g_iso,loss/g_sigma,mask/g_red_den,mask/g_margin_den,mask/g_self_den,mask/g_selfpass_den,mask/g_lim_den,mask/g_rot_den,mask/g_man_den,mask/g_iso_den,mask/g_sigma_den,ws_acc,ws_precision,ws_recall,ws_f1,g_red_mae,g_red_rmse,g_margin_mae,g_margin_rmse,g_self_mae,g_self_rmse,g_selfpass_mae,g_selfpass_rmse,g_lim_mae,g_lim_rmse,g_rot_mae,g_rot_rmse,g_man_mae,g_man_rmse,g_iso_mae,g_iso_rmse,g_sigma_mae,g_sigma_rmse
train,18200,50000,0.0001,-2.8647987842559814,0.6009372472763062,0.6009372472763062,-2.8647987842559814,0.17601636052131653,0.14100879430770874,0.10730232298374176,0.00405626418069005,0.00014173390809446573,0.066487155854702,0.06844645738601685,0.0001581475225975737,0.004149939864873886,0.03317001461982727,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,,,,,,,,,,,,,,,,,,,,,,
train,18300,50000,0.0001,-3.0408546924591064,0.424881249666214,0.424881249666214,-3.0408546924591064,0.09376826882362366,0.07663370668888092,0.0460815355181694,0.028237471356987953,0.023826561868190765,0.029157880693674088,0.10794295370578766,0.0037420722655951977,0.0029292921535670757,0.012561541050672531,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,,,,,,,,,,,,,,,,,,,,,,
train,18400,50000,0.0001,-3.164396286010742,0.3013395667076111,0.3013395667076111,-3.164396286010742,0.005701778456568718,0.07451365143060684,0.07974526286125183,0.0017891844036057591,3.9611748547940806e-07,0.030588937923312187,0.09472189843654633,0.0009059016592800617,0.0023861632216721773,0.010986427776515484,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,,,,,,,,,,,,,,,,,,,,,,
train,18500,50000,0.0001,-3.1294002532958984,0.3363356292247772,0.3363356292247772,-3.1294002532958984,0.05914516746997833,0.08005734533071518,0.05262637510895729,0.01954389363527298,3.638109546955093e-07,0.021513015031814575,0.08522743731737137,0.0019752115476876497,0.0011923284037038684,0.015054524876177311,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,,,,,,,,,,,,,,,,,,,,,,
val,18500,50000,,-2.938720781803131,0.5270151234418153,0.5270151234418153,,,,,,,,,,,,,,,,,,,,,0.958,0.9548425430778372,0.9950464396284829,0.9745300181928441,0.09417537092793468,0.1288370341837174,0.11356853535485341,0.1610963973914712,0.08873997123986944,0.20675181425904693,0.0030967726057897042,0.04212875245907154,0.05848111477060584,0.07531459120653282,0.09880243657912263,0.13323795971501098,0.010577497144889998,0.015822310999323956,0.01921414144729313,0.03486053137900275,0.0442542818031813,0.06603925107295447
train,18600,50000,0.0001,-3.018244504928589,0.4474916160106659,0.4474916160106659,-3.018244504928589,0.060977280139923096,0.07753187417984009,0.042832255363464355,0.07950790226459503,0.020320303738117218,0.0335945300757885,0.07584463059902191,0.00010619909880915657,0.03841083124279976,0.01836586371064186,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,,,,,,,,,,,,,,,,,,,,,,
train,18700,50000,0.0001,-3.051501989364624,0.4142339527606964,0.4142339527606964,-3.051501989364624,0.04949405416846275,0.08000034093856812,0.05747061222791672,0.10140498727560043,0.0003272776084486395,0.027358675375580788,0.0744369626045227,0.001365568139590323,0.0008695335127413273,0.021505894139409065,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,,,,,,,,,,,,,,,,,,,,,,
train,18800,50000,0.0001,-2.6363964080810547,0.8293397426605225,0.8293397426605225,-2.6363964080810547,0.36833688616752625,0.08963008224964142,0.10553061217069626,0.005142521113157272,2.8331446628726553e-06,0.07334636896848679,0.10103514790534973,0.0003996273153461516,0.04593687132000923,0.0399787463247776,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,,,,,,,,,,,,,,,,,,,,,,
train,18900,50000,0.0001,-2.8693807125091553,0.5963554978370667,0.5963554978370667,-2.8693807125091553,0.3017202913761139,0.0869082435965538,0.0691453292965889,6.921949534444138e-05,7.55483540615387e-07,0.057700980454683304,0.05334044620394707,0.0005714620347134769,0.0013702422147616744,0.02552846632897854,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,,,,,,,,,,,,,,,,,,,,,,
train,19000,50000,0.0001,-2.8039863109588623,0.6617497801780701,0.6617497801780701,-2.8039863109588623,0.2728959619998932,0.049551453441381454,0.07108637690544128,0.009032951667904854,0.00018900804570876062,0.05536799505352974,0.15188008546829224,0.00014141541032586247,0.03221503272652626,0.019389469176530838,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,,,,,,,,,,,,,,,,,,,,,,
val,19000,50000,,-2.9286787539720534,0.5370571702718735,0.5370571702718735,,,,,,,,,,,,,,,,,,,,,0.9575,0.956989247311828,0.9919504643962849,0.9741562785041046,0.10038823542580147,0.14235915887110126,0.11382585429001149,0.1646404327772378,0.08219432949835302,0.16989145155116742,0.0007780746409767552,0.009337869389649998,0.05705845202823911,0.07449216860065881,0.09924685739603574,0.13980504278135722,0.0103391798957029,0.015631047460909972,0.021118471097927714,0.0425469104646427,0.045188390756539146,0.06771785876757515
train,19100,50000,0.0001,-3.159330368041992,0.30640554428100586,0.30640554428100586,-3.159330368041992,0.011651760898530483,0.05935029685497284,0.08335378766059875,0.009114423766732216,0.030133264139294624,0.029309529811143875,0.06027909368276596,0.0002000488602789119,0.0010354482801631093,0.021977858617901802,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,,,,,,,,,,,,,,,,,,,,,,
train,19200,50000,0.0001,-2.6408298015594482,0.8249061703681946,0.8249061703681946,-2.6408298015594482,0.08946756273508072,0.06550023704767227,0.10714824497699738,0.38482341170310974,3.6752842333953595e-06,0.028117714449763298,0.10572786629199982,0.00013378924631979316,0.03192155435681343,0.012062049470841885,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,,,,,,,,,,,,,,,,,,,,,,
train,19300,50000,0.0001,-3.2260987758636475,0.23963689804077148,0.23963689804077148,-3.2260987758636475,0.029304033145308495,0.04277501255273819,0.05805567651987076,0.013702593743801117,0.01485713105648756,0.024721432477235794,0.03290858492255211,5.818620775244199e-05,0.0006846694159321487,0.02256956323981285,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,,,,,,,,,,,,,,,,,,,,,,
train,19400,50000,0.0001,-3.2767207622528076,0.1890152394771576,0.1890152394771576,-3.2767207622528076,0.02683534473180771,0.03918537124991417,0.03990375995635986,0.012076991610229015,0.00895849708467722,0.02187836542725563,0.027424341067671776,6.310124445008114e-05,0.0004889982519671321,0.012200468219816685,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,,,,,,,,,,,,,,,,,,,,,,
train,19500,50000,0.0001,-2.2500505447387695,1.215685248374939,1.215685248374939,-2.2500505447387695,0.13436995446681976,0.08137013763189316,0.08682775497436523,0.7168139815330505,1.097733729693573e-05,0.06898487359285355,0.09464456886053085,0.0001824183709686622,0.01929021254181862,0.0131904985755682,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,,,,,,,,,,,,,,,,,,,,,,
val,19500,50000,,-2.9400167429447173,0.5257191590964794,0.5257191590964794,,,,,,,,,,,,,,,,,,,,,0.956,0.9635701275045537,0.9826625386996904,0.9730226854690374,0.09632083576161057,0.13305287211512495,0.11792135228498063,0.16615239923277894,0.07447816720318869,0.16142917271487442,0.0007499046739040883,0.01084204172867052,0.05833217191622353,0.07493331102414355,0.10057551760238022,0.1387330906761789,0.011415161752940701,0.016755711215720274,0.020578538785593428,0.04144439341973403,0.043563683916909776,0.06756830418025767
train,19600,50000,0.0001,-2.550513744354248,0.9152222275733948,0.9152222275733948,-2.550513744354248,0.07125560194253922,0.04488759487867355,0.0500151589512825,0.612850546836853,0.01888694241642952,0.03235102444887161,0.05735872685909271,0.00013014439900871366,0.014292613603174686,0.01319394912570715,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,,,,,,,,,,,,,,,,,,,,,,
train,19700,50000,0.0001,-2.9828970432281494,0.48283886909484863,0.48283886909484863,-2.9828970432281494,0.2395862191915512,0.058317992836236954,0.08649679273366928,6.235630280571058e-05,4.548775541479699e-05,0.04235835745930672,0.04049933701753616,4.3527139496291056e-05,0.0006807033787481487,0.014748060144484043,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,,,,,,,,,,,,,,,,,,,,,,
train,19800,50000,0.0001,-2.995696544647217,0.4700392782688141,0.4700392782688141,-2.995696544647217,0.14945167303085327,0.07242538779973984,0.06398464739322662,0.049009066075086594,6.718185829868162e-08,0.03459617868065834,0.08391128480434418,0.001480516162700951,0.0010263194562867284,0.014154099859297276,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,,,,,,,,,,,,,,,,,,,,,,
train,19900,50000,0.0001,-3.122748851776123,0.3429871201515198,0.3429871201515198,-3.122748851776123,0.07196827977895737,0.05536888167262077,0.07463949173688889,0.0003266665735282004,3.2150862239177513e-07,0.0465773269534111,0.07667854428291321,0.0032244808971881866,0.0008407007553614676,0.013362405821681023,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,,,,,,,,,,,,,,,,,,,,,,
train,20000,50000,0.0001,-3.0506348609924316,0.4151010811328888,0.4151010811328888,-3.0506348609924316,0.027417946606874466,0.01815311796963215,0.048385363072156906,0.20696255564689636,4.528083991317544e-06,0.04711655527353287,0.04305547475814819,7.446377276210114e-05,0.019005028530955315,0.004926023539155722,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,,,,,,,,,,,,,,,,,,,,,,
val,20000,50000,,-2.9493948936462404,0.5163410180807113,0.5163410180807113,,,,,,,,,,,,,,,,,,,,,0.967,0.9696785930867192,0.990092879256966,0.9797794117647058,0.09938745315968067,0.13787654392795726,0.11409819759082498,0.16443440618247318,0.09623949524049788,0.19659804350261043,0.0025458999093472033,0.03516699364674906,0.0583922847690228,0.07599162011486325,0.10440166551077698,0.14265373737099504,0.010038290468070529,0.015282102730432458,0.02102005124069035,0.041538184946609345,0.04521692536379161,0.061359705675507775
train,20100,50000,0.0001,-2.9256985187530518,0.5400375723838806,0.5400375723838806,-2.9256985187530518,0.31460040807724,0.050486478954553604,0.06670122593641281,0.007340668700635433,6.520218676087097e-07,0.029679492115974426,0.0369299054145813,0.000226028889301233,0.0011302860220894217,0.03294239193201065,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,,,,,,,,,,,,,,,,,,,,,,
train,20200,50000,0.0001,-2.890507936477661,0.5752279162406921,0.5752279162406921,-2.890507936477661,0.24484167993068695,0.049824658781290054,0.0832875519990921,0.0823894590139389,0.002778165740892291,0.05500173941254616,0.009081629104912281,7.757762432447635e-06,0.0337175615131855,0.014297733083367348,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,,,,,,,,,,,,,,,,,,,,,,
train,20300,50000,0.0001,-2.9184443950653076,0.5472917556762695,0.5472917556762695,-2.9184443950653076,0.20484314858913422,0.08680123090744019,0.08596724271774292,0.0034371111541986465,2.716391804824525e-07,0.03317910060286522,0.10352146625518799,0.0018878524424508214,0.0021985790226608515,0.02545575611293316,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,,,,,,,,,,,,,,,,,,,,,,
train,20400,50000,0.0001,-3.1543052196502686,0.31143051385879517,0.31143051385879517,-3.1543052196502686,0.033895883709192276,0.0683325007557869,0.0701371282339096,0.001741162734106183,2.0870803041361796e-07,0.02703958749771118,0.08620869368314743,0.005717185325920582,0.0011382187949493527,0.01721995137631893,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,,,,,,,,,,,,,,,,,,,,,,
train,20500,50000,0.0001,-3.06062650680542,0.4051094353199005,0.4051094353199005,-3.06062650680542,0.1097179427742958,0.04577368125319481,0.1056085154414177,0.006524515803903341,7.091235602274537e-05,0.03177056461572647,0.07400168478488922,5.300841075950302e-05,0.02315586619079113,0.008432759903371334,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,,,,,,,,,,,,,,,,,,,,,,
val,20500,50000,,-2.9486143666505815,0.5171215226501227,0.5171215226501227,,,,,,,,,,,,,,,,,,,,,0.967,0.9651651651651652,0.9950464396284829,0.9798780487804878,0.09813672071639967,0.13274435553355132,0.11531543610358017,0.16037832860494905,0.08235492429497072,0.19560839255724055,0.0016733575531572749,0.012390091276394274,0.05754400674403636,0.07366875780799018,0.10205890877697121,0.139162935455879,0.010379557028101416,0.015439844912474607,0.021168672682100407,0.04001719297814845,0.04814430979936854,0.06918554282848464
train,20600,50000,0.0001,-3.186525821685791,0.27921032905578613,0.27921032905578613,-3.186525821685791,0.10016424208879471,0.035622552037239075,0.052041079849004745,3.880429721903056e-05,8.128176887112204e-06,0.03715135157108307,0.028831852599978447,4.4051281292922795e-05,0.0007005527149885893,0.024607723578810692,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,,,,,,,,,,,,,,,,,,,,,,
train,20700,50000,0.0001,-3.1258604526519775,0.3398757576942444,0.3398757576942444,-3.1258604526519775,0.04763568192720413,0.07053753733634949,0.05113580822944641,0.04632585868239403,4.352638643467799e-05,0.02388358861207962,0.0781831219792366,0.0042818342335522175,0.002940152073279023,0.014908650889992714,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,,,,,,,,,,,,,,,,,,,,,,
train,20800,50000,0.0001,-2.9608447551727295,0.5048912763595581,0.5048912763595581,-2.9608447551727295,0.2821773290634155,0.06849344074726105,0.0650210827589035,4.459832780412398e-05,7.577889959975437e-07,0.0356493815779686,0.03928825631737709,9.513201075606048e-05,0.00039218482561409473,0.013729138299822807,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,,,,,,,,,,,,,,,,,,,,,,
train,20900,50000,0.0001,-2.954228639602661,0.5115074515342712,0.5115074515342712,-2.954228639602661,0.10445559769868851,0.046671539545059204,0.06788524240255356,0.015658380463719368,3.9117789128795266e-05,0.04214270040392876,0.17935609817504883,0.00022905429068487138,0.0270858034491539,0.027983875945210457,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,,,,,,,,,,,,,,,,,,,,,,
train,21000,50000,0.0001,-3.059601068496704,0.4061347246170044,0.4061347246170044,-3.059601068496704,0.10830105096101761,0.04518842697143555,0.04609791934490204,0.11841338127851486,1.5560659448965453e-05,0.02468201518058777,0.005035345908254385,1.2313689694565255e-05,0.0504501573741436,0.007938587106764317,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,,,,,,,,,,,,,,,,,,,,,,
val,21000,50000,,-2.943889355659485,0.5218465537950396,0.5218465537950396,,,,,,,,,,,,,,,,,,,,,0.964,0.9672925499697154,0.9888544891640867,0.9779546846295163,0.09813408668934376,0.13321814828410858,0.1193989311578473,0.17166963967398371,0.08678152734650178,0.1841714443354491,0.0029180475063737333,0.04067775058517468,0.06164030966005827,0.0786857246388523,0.10149135676792162,0.14121785005846196,0.009296162818463363,0.014347890508647229,0.02144098582651593,0.04260764123562739,0.04512916555161078,0.06438730592047984
train,21100,50000,0.0001,-3.143728256225586,0.32200783491134644,0.32200783491134644,-3.143728256225586,0.010858655907213688,0.06633348017930984,0.06067296490073204,0.03127462789416313,1.6112205969420756e-07,0.031009314581751823,0.10437393933534622,0.0016140512889251113,0.0009202947840094566,0.014950348995625973,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,,,,,,,,,,,,,,,,,,,,,,
train,21200,50000,0.0001,-3.083371877670288,0.3823641240596771,0.3823641240596771,-3.083371877670288,0.060536738485097885,0.04423821344971657,0.08578502386808395,0.07615909725427628,1.2122962971261586e-06,0.0703807845711708,0.0044610160402953625,2.141396726074163e-05,0.02592320181429386,0.014857410453259945,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,,,,,,,,,,,,,,,,,,,,,,
train,21300,50000,0.0001,-3.219935417175293,0.24580034613609314,0.24580034613609314,-3.219935417175293,0.02285798266530037,0.06895063072443008,0.052312299609184265,4.9354286602465436e-05,1.795264523707374e-07,0.036581508815288544,0.03639466315507889,4.113480099476874e-05,0.0006733829504810274,0.027939222753047943,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,,,,,,,,,,,,,,,,,,,,,,
train,21400,50000,0.0001,-3.2095377445220947,0.256197988986969,0.256197988986969,-3.2095377445220947,0.11022107303142548,0.02233005501329899,0.04185490682721138,6.456876872107387e-05,3.953875420847908e-06,0.03146563842892647,0.017743682488799095,0.0001069462377927266,0.0013120599323883653,0.031095119193196297,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,,,,,,,,,,,,,,,,,,,,,,
train,21500,50000,0.0001,-2.9851913452148438,0.48054465651512146,0.48054465651512146,-2.9851913452148438,0.149563729763031,0.09137838333845139,0.08571687340736389,0.00019029062241315842,1.4284462679370336e-07,0.03062492609024048,0.1062527671456337,0.004132220521569252,0.001389128970913589,0.011296219192445278,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,,,,,,,,,,,,,,,,,,,,,,
val,21500,50000,,-2.9043648403882982,0.5613710582628846,0.5613710582628846,,,,,,,,,,,,,,,,,,,,,0.9455,0.9602689486552567,0.9727554179566563,0.9664718548139034,0.10407823159967783,0.14341885953778816,0.1146150577732653,0.1705327963402688,0.07771475396289176,0.1665754966253186,0.002149221660921079,0.030713641159751573,0.05898464434656196,0.07516755312982164,0.10628938092259062,0.15375520004837107,0.00990859914121244,0.014271918628163082,0.01903861906990732,0.03957666000993135,0.04141257766046022,0.06387916135775057
train,21600,50000,0.0001,-2.9689109325408936,0.49682509899139404,0.49682509899139404,-2.9689109325408936,0.24570107460021973,0.06530670821666718,0.07144076377153397,0.00011991369683528319,5.482143478729995e-06,0.03225079923868179,0.049663856625556946,0.0006927722133696079,0.001999602420255542,0.029644086956977844,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,,,,,,,,,,,,,,,,,,,,,,
train,21700,50000,0.0001,-3.156061887741089,0.30967390537261963,0.30967390537261963,-3.156061887741089,0.07642792910337448,0.061235666275024414,0.03166484832763672,0.023051535710692406,8.681358849571552e-07,0.022250020876526833,0.06869164854288101,0.0037257021758705378,0.0008445487474091351,0.021781140938401222,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,,,,,,,,,,,,,,,,,,,,,,
train,21800,50000,0.0001,-3.0768275260925293,0.3889082670211792,0.3889082670211792,-3.0768275260925293,0.1428191214799881,0.046226322650909424,0.04840658977627754,0.011520090512931347,8.982236181509506e-07,0.021111980080604553,0.06905535608530045,0.00044598974636755884,0.016894826665520668,0.032427120953798294,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,,,,,,,,,,,,,,,,,,,,,,
train,21900,50000,0.0001,-2.7587854862213135,0.7069506049156189,0.7069506049156189,-2.7587854862213135,0.3318209648132324,0.08368907868862152,0.08765149861574173,0.0006380381528288126,2.834962913311756e-07,0.03804716095328331,0.13317671418190002,0.0035875572357326746,0.0017879495862871408,0.026551324874162674,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,,,,,,,,,,,,,,,,,,,,,,
train,22000,50000,0.0001,-3.256012439727783,0.20972375571727753,0.20972375571727753,-3.256012439727783,0.008634102530777454,0.061729855835437775,0.021576298400759697,0.008620242588222027,7.635356951141148e-07,0.02227541245520115,0.05097725987434387,0.002153579145669937,0.0014170341892167926,0.03233920410275459,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,,,,,,,,,,,,,,,,,,,,,,
val,22000,50000,,-2.925542374253273,0.5401935590803624,0.5401935590803624,,,,,,,,,,,,,,,,,,,,,0.955,0.9541393686718285,0.9919504643962849,0.9726775956284153,0.09929995206487437,0.13629825058067963,0.10895899724296003,0.1560255722577512,0.08629940038679554,0.17809492533748703,0.0007950840719713146,0.00973372318793281,0.058677522242991914,0.07602996310089435,0.10022258664893662,0.1389092117660483,0.010034254151497371,0.014772194838472795,0.018866082513849063,0.03978849405454016,0.04325638271337692,0.06613642992561225
train,22100,50000,0.0001,-3.215386390686035,0.25034937262535095,0.25034937262535095,-3.215386390686035,0.01028440985828638,0.06406872719526291,0.08059094101190567,0.0036055457312613726,0.0033180618193000555,0.020555606111884117,0.04330058768391609,5.0815764552680776e-05,0.0007800090243108571,0.02379467897117138,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,,,,,,,,,,,,,,,,,,,,,,
train,22200,50000,0.0001,-3.1585540771484375,0.30718228220939636,0.30718228220939636,-3.1585540771484375,0.029644198715686798,0.06784383207559586,0.048315998166799545,0.012844456359744072,0.00025168416323140264,0.025908485054969788,0.08083204925060272,0.002228840719908476,0.005623409058898687,0.03368935361504555,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,,,,,,,,,,,,,,,,,,,,,,
